objek wisata,ulasan, atraksi,amenitas,aksesibilitas
wbl,"Destinasi wisata di Lamongan,
Luas bagus lumayan lengkap
Lumayan murah terutama untuk rombongan.
Parkir juga luas
Ada musholla baik didalam maupun diluar lokasi",positif,positif,
wbl,Keren banyak wahana dan fasilitas lengkap..,positif,positif,
wbl,Lumayan bagus buat momong si kecil,positif,,
wbl,Pantai yg indah...,positif,,
wbl,"tempat bersih kok.., area parkir juga luas..
untuk pengalaman wahananya nanti nyusul ya boss.. tunggu aja biar nambah penasaran",,positif,
wbl,Lokasinya strategis. Berada di jalur Pantura. Dekat dengan Maharani Zoo and Goa.,,,positif
wbl,tempat wisatanya keren..di tepi pantai. Wahananya juga banyak dan seru seru. Mantap pokoknya,positif,,
wbl,Tempat mulai rusak,negatif,,
wbl,"Ad pantai, kolam renang, hewan2, dan wahana bermain. Komplit sekali ini. Tiket cukup murah asal tanpa wahana ya.",positif,,
wbl,Bagus ada banyak wahana yg saya suka raching cars bisa mengendarai mobil mainan,positif,,
wbl,"Disini wahananya ada banyak sekali, wahana yang ada disini juga sangat menyenangkan",positif,,
wbl,Tempat edukasi bagi anak-anak yg sangat cocok,positif,,
wbl,kak mau tany tangal 4 bukak. apa ngk,,,
wbl,"suka dengan wahananya yg lengkap cocok untuk hiburan & edukasi
buat anak2 maupun dewasa",positif,,
wbl,Sangat puas permainanya lengkap,positif,,
wbl,"beberapa wahana tidak begitu terawat, mungkin sekedar saran.. Beberapa wahana di rawat lagi",,negatif,
wbl,"Sangat menarik,seru dan banyak wahananya.",positif,,
wbl,Destinasi permainan cukup banyak sangat cocok untuk anak2 dan menyenangkan,positif,,
wbl,saran saya tambah wahana nya biar bisa bersaing dengan taman hiburan lainnya,negatif,,
wbl,"Wahananya banyak pilihan, akses mudah karena di tepi jalan Pantura, parkiran luas",positif,positif,positif
wbl,"pantainya oke, wahana hiburannya mantab, makanannya jg enak. akses lumayan.",positif,positif,positif
wbl,Wahana yang menyenangkan,positif,,
wbl,Pelayanannya baik... Banyak wahana... Mantab,positif,positif,
wbl,Wahana semua lengkap bagus modern,positif,,
wbl,Banyak wahana anak anak  senang,positif,,
wbl,bagus sekali . banyak wahana mainan. makanan enak enak,positif,positif,
wbl,"Mantabz, sangat indah untuk berlibur..",positif,,
wbl,Stress hilang karena ikut wahana yang memacu adrenalin,positif,,
wbl,"keren banget
puas bisa main keliling di sini
wahana nya mantab mantab banget

semoga jaya selalu",positif,,
wbl,"Masih seperti tahun yang lalu.
Kamar mandinya yang kurang baik ",,negatif,
wbl,Wisata murah dengan banyak wahana,positif,,
wbl,anda dapat mencoba beraneka wahana yang gak kalah seru disini,positif,,
wbl,Sangat menyenangkan ..,,,
wbl,pwahana dalam kondisi baik dan terawat,,positif,
wbl,seruu banyak wahana harga tiket worth it,positif,,
wbl,"Kekurangan satgas covidnya, banyak org yg kebal covid gak pake masker",,negatif,
wbl,Wisata dg akses jalan yg baik,,,positif
wbl,Di resort Cafe nya bagus banget,,positif,
wbl,Menyenangkan,,,
wbl,Bagus tapi permainan nya sedikit,negatif,,
wbl,Banyak sekali permainan untuk anak,positif,,
wbl,Mantap,,,
wbl,Buat latihan jantung permainanx,positif,,
wbl,Wahaha sumpah bikin merinding jantung berdebar,positif,,
wbl,Bagus.. banyak wahana bermain,positif,,
wbl,Sabgat bagus sekali,,,
wbl,Permainannya Seruu . Banyak Promo Juga,positif,,
wbl,tetap bikin penasaran karena selalu ada yang baru disini,positif,,
wbl,Sangat memuaskan,,,
wbl,Wahana nya keren dan asyik,positif,,
wbl,Wahana nya sangat menarik,positif,,
wbl,Pegawainya ramah2,,positif,
wbl,Cocok untuk anak-anak dan dewasa,positif,,
wbl,Fasilitas memuaskan,,positif,
wbl,Tempatnya bagus,,,
wbl,Mantap,,,
wbl,Keren,,,
wbl,Mantap,,,
wbl,Banyak wahana,positif,,
wbl,Bagus banget,,,
wbl,Sangat puas,,,
wbl,Bagus,,,
wbl,Wahana lengkap,positif,,
wbl,Kenang kenangan,,,
wbl,Bersih nyaman,,positif,
wbl,kerenn sekali,,,
wbl,Tempatnya bagus,,,
wbl,Bagus,,,
wbl,Wisata sekaligus belajar,positif,,
wbl,mantap,,,
wbl,Menyenangkan,,,
wbl,Mantap,,,
wbl,mantab,,,
wbl,Rame,,,
wbl,Bagusss,,,
wbl,Keren,,,
wbl,Seru,,,
wbl,Bagus,,,
wbl,Rame,,,
wbl,Wahana,,,
wbl,Tmpat wisata,,,
wbl,Luas,,,
wbl,Bgus,,,
wbl,Sekarang sepi,,,
wbl,Seru,,,
wbl,Istimewa,,,
wbl,bagus banget,,,
wbl,Joss,,,
wbl,Bagus Banget,,,
wbl,Ramai,,,
wbl,Mantap,,,
wbl,Seru,,,
wbl,Mantap,,,
wbl,Lenkap dan indah,positif,,
wbl,Keren,,,
wbl,Puas,,,
wbl,Mantab,,,
wbl,Mantabbb,,,
wbl,Sip,,,
wbl,Baik,,,
wbl,Bagus,,,
wbl,Bagus,,,
wbl,Senanggg,,,
wbl,Luar biasa,,,
wbl,Makin mantab,,,
wbl,Bagus,,,
wbl,Mantap,,,
wbl,Wahananya seruuu,positif,,
wbl,Bagus,,,
wbl,Menyenangkan,,,
wbl,Wisata nyaman,,positif,
wbl,Wisata komplit,positif,,
wbl,Menyenangkan,,,
wbl,Wisata Bahari jatim,,,
wbl,Menyenangkan,,,
wbl,Nice Wisata,,,
wbl,Lewat az,,,
wbl,Tempat yang bagus untuk liburan bersama keluarga,positif,,
wbl,"Berwisata.. bermain.. bersantai..
Touring.. playing.. relaxing..
Nice beach.. just having fun..
You must coming in..",positif,,
wbl,Berbagai macam wahana ada di wisata bahari lamongan yang harus anda coba. Seru bett,positif,,
wbl,Banyak wahana yg kurang dirawat..efek pandemi kayaknya,negatif,,
wbl,"Tempat wisata dgn banyak pemainan anak²,dewasa dan ada juga satwa tempat edukasi anak.cocok untuk keluarga dan muda mudi.lokasi panas terik matahari,kurang pepohonan...bawa bekal di ijinkan.untuk yg gak bawa bekal tenang aja,makanan disini gak mahal kayak di wahana wisata lain yg setara.",positif,positif,
wbl,ada tempat renang tapi tidak boleh pakai celana panjang dan baju panjang bagi laki²,,negatif,
wbl,"Fovorit anak² untuk rekreasi, selain permainan banyak tempat juga bersih dan pemandangan bagus. Sebelah langsung pantai, seger",positif,positif,
wbl,"seru mengasikkan,sayang saya tidak pergi bersama ibu saya",positif,,
wbl,Harus ada peningkatan wahana dan jenis hiburan yg baru dan menarik,negatif,,
wbl,"Wisata yg sangat menarik..apalagi buat anak2 kecil. Saran untuk penyajian makanan panas jangan memakai sterefon,kurang sehat..",positif,negatif,
wbl,Tempat besar bgt.sebaiknya pengelola lebih menyediakan tempat berteduh lebih besar lg krn disini sangat panas bgt udaranya,,negatif,
wbl,Kena prank pada waktu makan. Karena harga yg saya bayar gak sesuai dgn yg tertera di papan daftar harga,,negatif,
wbl,"Bagus, mainan lengkap hrg terjangkau. View bagus",positif,,
wbl,Tempatnya luas bersih dan harga tiket terjangkau,positif,positif,
wbl,parkiran cukup luas,positif,positif,
wbl,"Perlu ada pembersihan taman taman di sekitar terutama di area wahana kereta di bawah laut.
Dan pengharum ruangan di wahana kuning, bajak laut, bioskop, dinding kaca",,negatif,
wbl,"Kayaknya lama vakum,,, jadi kliatan sdikit gk terawat",,negatif,
wbl,Banyak permaianan yang menantang adrenalin,positif,,
wbl,Cukup bagus..wahananya juga cukup lengkap.,positif,,
wbl,Wisata bahari sangat bagus dan banyak permainan dan pembelajarann,positif,,
wbl,Harga terjangkau. Wahana lengkap.,positif,,
wbl,Banyak arena bermain. Untuk anak diatas 85cm dikenakan biaya penuh tapi di dalam wahana sangat sedikit yang bisa dipakai bermain untuk anak2 usia 4 tahun kebawah,negatif,,
wbl,"Kesana untuk yang ke-3 kalinya , dan cukup terkejut banyak sekali yang berubah mulai dengan  perluasan. Di tepi pantai sekarang ada gazebo berjejer jejer dipinggir pantai. Dulu pertama kali kesana belum ada sih. Sekarang lebih bagus lagi. Mushola juga besar dan bersih. Terletak didepan sebelah tempat parkir.",,positif,
wbl,Dekat pusat kota. dekat masjid agung surabaya. dan mudah akses jalanya karena dekat dg jl tol,,,positif
wbl,Tempat representatif untuk hiburan bersama keluarga,positif,,
wbl,"Tadi saya dan keluarga ke wbl ikut acara keluarga, dan jacket jeans kesayangan putri saya tertinggal di kereta di istana bawa laut tpi saya tanya ke petugas tidak ada respon, padahal jacket kesayangan anak saya",,negatif,
wbl,Salah satu tempat wisata yg wajib di kunjungi di jawa timur,,,
wbl,Fasilitas kurang memadai.. Dan kurang perawatan.. Permainan kurang safety.. Dan bau pesing,negatif,negatif,
wbl,"Saat datang tgl 06 Nov 2021, pengunjungnya cukup sepi, permainannya lumayan banyak namun sudah termakan usia dan tidak mengikuti perkembangan. Semoga ada maintenance dan pembaharuan permainan",negatif,,
wbl,"Pelayanan sangat buruk,tidak ramah wisata nya bagus sih tpi pelayananya aja GK bagus apa lagi yang jaga kolam renang sangat tidak ramah haduh masak harus pakek baju renang alay banget dah",,negatif,
wbl,mungkin ada beberapa wahana yang perlu direfresh atau mungkin ditingkatkan.,negatif,,
wbl,"Tempat bagus, bersih, nyaman, cocok dikunjungi bareng keluarga. Tapi sayangnya ada beberapa wahana yg masih tutup. Disediakan tempat cuci tangan sebelum masuk ke area wisata.",positif,positif,
wbl,Tempatnya skrg kurang terawat...,,negatif,
wbl,"Kebersihan kurang ter kondiskan, n di Maharani zoo binatang nya kurus"" n banyak yg sakit.",,negatif,
wbl,"Tempat wisata yang kaya edukasi, cocok untuk para pelajar n orang tua. Juga berdekatan dengan tempat wisata reliji. Yang pentiiiinnng westalah apik poooollll",positif,,
wbl,"Kolam renang anak2 kurang menarik karena terlalu dangkal, terasa seperti main air saat banjir depan rumah.",negatif,,
wbl,"satpam menyusahkan, sok""an ... mohon ditindaklanjuti... ",,negatif,
wbl,Tidak sesuai dg foto masih bagus dg jatim park / taman safari,negatif,,
wbl,"Wisata menawarkan wahana yg bervariatif, namun tetap tdk meninggalkan kesan edukatif bagi anak""",positif,,
wbl, pelayanannya kurang memuaskan staffnya ngga ramah pengunjung.,,negatif,
wbl,utk sementara saya berikan 4 bintang krn ada beberapa wahana yg lagi butuh perawatan,negatif,,
wbl,sangat worth it untuk liburan bareng keluarga,positif,,
wbl,Cocok untuk wisata keluarga,positif,,
wbl,Pelayanan kurang ramah makanannya ada yg sdh kecut tp masih dijual,,negatif,
wbl,"Tempatnya baguss..,posisi di pinggir pantae,jadi menambah suasana sangat bagus..",positif,,
wbl,"Arena permainan dgn pemandangan laut lepas.agak panas,kurang pohon.tapi lumyan terbantu dgn gazebo pinggir laut.",positif,positif,
wbl,ada beberapa wahana yang terlihat tidak terawat,negatif,,
wbl,"Wahana yang oaling cocok di kunjungi untuk anak2.. mainannya seruuuu abiiiis...
Mantuuuul",positif,,
wbl,Banyak wahana saat istirahat tidak berfungsi,negatif,,
wbl,"Bersih , tetapi wahana kurang terawat, pemandangan pantai langsung",positif,negatif,
wbl,"Tempatnya agak sepi efek pandemi, jadi beberapa wahana tutup",negatif,,
wbl,Wahana untuk dewasa kurang,negatif,,
wbl,Seru buat liburan keluarga,positif,,
wbl,diperbanyak toiletnya dan sarananya,,negatif,
wbl,kamar mandi bersih,,positif,
wbl,"jam buka molor,uda masuk didalam masih blm siap",,negatif,
wbl,Ndak  begitu banyak pengunjung tapi parkirnya bagus toiletnya nyaman,,positif,
wbl,Tdk terawat,,negatif,
wbl,Wahananya sangat banyak seru sekali,positif,,
wbl,Bagus ....wahananya tambah bervariasi,positif,,
wbl,Perlu perhatian lebih untuk kebersihan dll,,negatif,
wbl,Tempatnya bersih tapi bangunan masih lama,,positif,
wbl,menarik banget.mainanya banyak sekali,positif,,
wbl,Permainannya cukup banyak,positif,,
wbl,Kurang puas makanan dan oleh olehnya mahal mahal,,negatif,
wbl,Tiket terlalu mahal,negatif,,
wbl,Wahananya banyak dan menarik,positif,,
wbl,Wisa yg sangat bagus dan seru,positif,,
wbl,Kurang safety,negatif,,
wbl,Seru... Cuman kurang terawat,negatif,,
wbl,Kurang terawat,negatif,,
wbl,Banyak yang kurang terawat,negatif,,
wbl,WBL sekarang jadi biasa aja,negatif,,
waduk gondang,"Tempatnya sudah sangat tidak terawat dan terjaga seperti dulu, sekarang banyak sampah berserakan bahkan masuk ke waduknya. Pedagang kaki Lima ada di sepanjang Jalan setapak. Satwa yang di dalam juga tidak terawat hanya tersisa monyet & burung. Terdapat jembatan observatory. Ada juga perahu untuk dinaiki pengunjung tapi tidak terlalu memadai. Untuk waduknya sendiri air di pinggir an terlihat kotor tetap di tengah cukup terlihat bersih.
Tiket masuk 5000
Tempat parkir sangat luas",,negatif,
waduk gondang,"Saya gatau ya, kurang puas aja. Ada beberapa tempat yg udah rusak fasilitasnya, mungkin juga karena musim hujan jadi becek dan banyak nyamuk.  Weekend tetep ramai mungkin karena terjangkau dan dekat.",,negatif,positif
waduk gondang,"Destinasi wisata alam Murah dan apa adanya saja
Tiket masuk Rp 6.000 / Orang (Sepeda motor)
Parkir mobil lumayan luas, parkir motornya sembarangan.
ada mini zoo nya (Monyet, Ular, Burung)
ada tempat bermain anak-anak,
tempatnya sangat teduh dan rindang,
banyak pedagang makanan dan minuman",,positif,
waduk gondang,"Teduh, banyak varian makanan dan cemilan. Ada kebun binatang mini dan aneka wahana permainan anak-anak. Mushola dan toilet juga memadai. Kalau mau naik perahu untuk berkeliling juga bisa dan harganya murah banget. ",positif,positif,
waduk gondang,"
Toiletnya bersih ada yg jaga juga.
Untuk spot foto Mungkin bisa diperbaiki lagi karena sudah bnyak yg terbengkalai.
Thinkyu see you next time",negatif,positif,
waduk gondang, Di beberapa tempat masih kotor dan tidak terlihat terawat dengan baik. Untuk fasilitas toilet kurang,,negatif,
waduk gondang,"Suasana nyaman, dan mainan wahana anak cukup banyak, namun beberapa ada yang rusak dibiarkan saja tidak dioerbaiki..
Mungkin kedepannya perawatannya bisa lebih diperhatikan agar pengunjung lebih senang..",,negatif,
waduk gondang,tempatnya sejuuk... adem  dan tenang. recomended buat melepas penat bersama keluarga aman buat anak2 dan nyaman..,positif,,
waduk gondang,"Tempat kotor, jumlah tempat sampah tidak sebanding dg pengunjung. Saran untuk di tambah tempat sampah di setiap sudut tempat. Banyak wahana bermain yg rusak. Banyak pedagang jajanan dan lainnya",negatif,negatif,
waduk gondang,"Tempat wisata yg asri, tenang dan adem. Cocok buat tujuan para goweser selain Malang. Patut dicoba ",positif,,
waduk gondang,Nyaman dan sejuk tempatnya enak buat kumpul dan acara keluarga,,positif,
waduk gondang,Tempat rekreasi cocok untuk segala usia.,positif,,
waduk gondang,"suasana seperti tempat wisata yang biasa saya datangi, namun ada yang berbeda karena ada wahana yang sepertinya baru pertama kali saya liat. seperti wahana salju, namun diharuskan membayar jika mau menikmatinya.",positif,,
waduk gondang,"Seneng banget tempatnya sejuk, bagus ,pamandangannya terlihat uwuuw spot selfinya juga banyak",positif,,
waduk gondang,"Tempat bermain anak"" banyak yg rusak,kurang perawatan",,negatif,
waduk gondang,Sayangnya kurang terawat sekarang tempatnya,,negatif,
waduk gondang,Sangat indah dan sangat menyenagkan tempat yg rekomended untuk dikunjungi,positif,,
waduk gondang,fasilitasnya banyak yang kurang terawat,,negatif,
waduk gondang,"Waduk gondang adalah wisata air, tempat pemancingan dan ada taman sangat rindang dan sejuk, idola wisatawan lokal yang berada Di Kecamatan Sugio",positif,,
waduk gondang,Perlu banyak pembenahan untuk fasilitas umumnya,,negatif,
waduk gondang,"Wisata di sini sangat nyaman, banyak warung2 kopi dan makan..",,positif,
waduk gondang,"Sebenarnya bagus kalau di kelola dengan baik, apalagi ditambah kolam renang, wahana permainan anak2, serta ditambah resto dengan view2 selfie yang menarik. Semoga bisa sebagai catatan buat dinas terkait untuk mengembangkan potensi wisata nya.",negatif,,
waduk gondang,"Adem, bisa buat rapat juga pendoponya.",positif,,
waduk gondang,"Lumayan untuk refreshing, sayang fasilitas tidak diperbarui..",,negatif,
waduk gondang,Ke sini pas sore hari jam 16:30. Begitu turun dari mobil langsung diserbu banyak nyamuk. Akhirnya masuk lagi ke mobil dan hanya berkeliling seputaran taman dan pulang lagi.,,negatif,
waduk gondang,"Sudah tidak di rekomendasikan, sebab sudah tidak terawat lagi",negatif,,
waduk gondang,untuk yg di waduk kurang terawat untuk tempat bermain anak2,negatif,,
waduk gondang,Tempat yg cocok untuk bersantai di sore hari. Tiket masuk murah. Banyak yg jualan juga.,positif,positif,
waduk gondang,sudah bnyak berubah. bnyak mainan anak dan spot2 baru,positif,,
waduk gondang,"Lebih Asri, enak untuk santai bersama keluarga dan tiketnya murah",positif,,
waduk gondang,Tempat parkis luas dan bisa leyeh leyeh di lokasi...,,positif,
waduk gondang,"Tempat wisata G-park gondanglor pemandangan sangat bagus, suasana sejuk,",positif,,
waduk gondang,Tempat sejuk. Cocok untuk wisata keluarga,positif,,
waduk gondang,"Tempatnya cocok buat berkemah,,, karna waduk gondang memang d bangun buat tempat berkemah",positif,,
waduk gondang,Udara yang segar sejuk dan masih alami,positif,,
waduk gondang,"Jauh lebih bagus dari yg dulu, sayangnya mgkin utk para penjaja makanan dan minuman agar bisa lebih ditata lagi, mengingat lokasi ini sbg tempat wisata . Kebersihan tetap dijaga . Harga tiket mungkin bisa dinaikkan lagi agar tempat ini bisa lebih lebih bagus lagi ..",positif,negatif,
waduk gondang,Karena biasa melihat suasana indah,positif,,
waduk gondang,"Tempat rekreasi keluarga yg nyaman.
Indah dan sejuk waduknya ada perahu nuat keliling waduk.
Tempat rekreasi yg ramah dikantong.",positif,positif,
waduk gondang,Asik buat olahraga sambi refreshing,positif,,
waduk gondang,Okeeeeh,,,
waduk gondang,Bagus pemandangan,positif,,
waduk gondang,Oke nih tempat nya,,,
waduk gondang,Tempatnya sejuk,positif,,
waduk gondang,Bagus,,,
waduk gondang,mantap,,,
waduk gondang,Bagus,,,
waduk gondang,banyak pohon besar dan rindang,positif,,
waduk gondang,Ok,,,
waduk gondang,Tempatnya rindang,positif,,
waduk gondang,Tempatnya bagus lumayan ramai suka,positif,,
waduk gondang,Waduk indah & kebun binatang,positif,,
waduk gondang,Susana yang nyaman dan sejuk cocok buat diskusi,,positif,
waduk gondang,Kurang terawat toiletnya,,negatif,
waduk gondang,Sejuk suasananya,positif,,
waduk gondang,Perlu pembenahan dan penambahan fasilitas pendukung,,negatif,
waduk gondang,Bagus,,,
waduk gondang,"Tempatnya adem,sejuk dan luas",positif,,
waduk gondang,Suasana sejuk,positif,,
waduk gondang,Ramai dan rindang sekali,positif,,
waduk gondang,psatwa di waduk Gondang kian lama makin sedikit,negatif,,
waduk gondang,nyaman,,positif,
waduk gondang,Bagus cm Banyak yg rusak fasilitasnya,,negatif,
waduk gondang,"Waduk Gondang Sugio Lamongan pemandangan bagus, tempat bermain, perahu, warung, tempat parkir, dll.",positif,positif,
waduk gondang,Udara segarr di pagi hari,positif,,
waduk gondang,Permainan banyak tidak terawat,,negatif,
waduk gondang,Tempat bagus & sejuk,positif,,
waduk gondang,Waduknya luas kyk gajah mungkur,positif,,
waduk gondang,Mantap,,,
waduk gondang,"Udara sejuk, pemandangan indah gelombang air yg tenang",positif,,
waduk gondang,Murah tiket parkirnya,,positif,
waduk gondang,Untuk menghilangkan penat dan stress ok banget,positif,,
waduk gondang,Tempatnya sejuk. Enak untuk dibuat mancing,positif,,
waduk gondang,Sebenarnya bagus kurang perawatan musholla hampir rubuh sholat  jadi was was... Fitri sekargayatri Balongbendo Sidoarjo,,negatif,
waduk gondang,Tempatnya enak sejuk cuma playground nya gak terawat. Niat mau ngajak anak main kesana kok malah gabisa di pake mainan semua,positif,negatif,
waduk gondang,Indah,positif,,
waduk gondang,Tempat wisata yg asri dan bisa di gunakan edukasi,positif,,
waduk gondang,"Tempat yang bagus, dan banyaknya pemandangan+tempat foto",positif,,
waduk gondang,Seharusnya lebih diperbaiki lagi fasilitas yg ada di wisata,,negatif,
waduk gondang,"Rindang sejuk, permainan anak cukup lumayan banyak",positif,,
waduk gondang,"Sejuk, makanan enak",positif,positif,
waduk gondang,Indah dan nyaman,positif,positif,
waduk gondang, kebersihannya kurang,,negatif,
waduk gondang,Tempat yang nyaman untuk sekedar bersantai dengan keluarga,,positif,
waduk gondang,"waduk  yg indah, biasa untuk kopdar Club motor, mobil, spedah",positif,,
waduk gondang,Cocok buat nyantai nyantai bersama  keluarga,positif,,
waduk gondang,tempat yang cocok buat bersantai dengan keluarga,positif,,
waduk gondang,Emm...ckup asri...jg hayati tntang alam keagungane gusti...jg slm sejahtra..,positif,,
waduk gondang,Disini kita bisa menikmati wisata yg ada di waduk gondang dan diatas tanggul waduk gondang kita bisa joging dan olahraga lainnya,positif,,
waduk gondang,Toilet kurang bersih,,negatif,
waduk gondang,"Kurang bagus terlalu banyak spd motor bleyer"" jdi berisik",,negatif,
waduk gondang,"Kalau mau ngobrol santai diluar rumah, disini cocok bangettt",positif,,
waduk gondang,"#Suka hijau & rindang pohonnya
#Suka area belajar berkendaranya",positif,,
waduk gondang,bagus sejuk,positif,,
waduk gondang,Suka...skrg lumayan bagus tp msh krg perawatan..,positif,negatif,
waduk gondang,"Sejuk, nyaman",positif,positif,
waduk gondang,Swa foto & outbond,positif,,
waduk gondang,Wisata untk keluarga,positif,,
waduk gondang,tempat yang pas untuk liburan keluarga,positif,,
waduk gondang,asri,positif,,
waduk gondang,asyik buat ngopi,positif,,
waduk gondang,"Bagus, tempatnya sejuk & nyaman",positif,positif,
waduk gondang,Wisata air n Bonbin mini murah meriah kabupaten Lamongan,positif,,
waduk gondang,Bagus tp kurang terawat.,positif,negatif,
waduk gondang,Tempatnya sangat asri dan harga masuknya terjangkau,positif,,
waduk gondang,bagus,,,
waduk gondang,Tempat untuk melepas penat,positif,,
waduk gondang,"Bagus cuma terkesan kotor, ada wahana baru G Park",positif,negatif,
waduk gondang,Asri dan nyaman,positif,positif,
waduk gondang,Banyak fasilitas yang rusak,,negatif,
waduk gondang,"Dengan pesona danau waduk Gondang yang alami dan asri, hamparan bukit bukit di sekitar waduk menambah keindahan waduk gondang",positif,,
waduk gondang,Wisata di lamongan,,,
waduk gondang,Tempat yang tepat untuk berakhir pekan bersama keluarga.,positif,,
waduk gondang,"Bagus, sayang beberapa fasilitas gak terawat",positif,negatif,
waduk gondang,Cocok utk piknik keluarga...,positif,,
waduk gondang,Sejuk adem. Tp sayang binatangnya tidak terpelihara dg baik,positif,negatif,
waduk gondang,penataan penjual makanan krng tertata sehingga terkesan kumuh,,negatif,
waduk gondang,Bagus,,,
waduk gondang,Aku kesini kalau pengen penyetannya.,positif,,
waduk gondang,"Bagus, banyak kemajuan dan lagi G Park segera dibuka",positif,,
waduk gondang,"Bagus, mulai ada pembenahan dan penambahan fasilitas utk akses pejalan kaki. Mudah""an kedepan lebih Bagus lagi dan sukses.",,positif,
waduk gondang,Sejuk enak,positif,,
waduk gondang,Tempatnya sejuk dan asri.. Cocok buat nongkrong karena tiket masuknya muraaahh banget,positif,,
waduk gondang,Ok,,,
waduk gondang,"Tempat bagus, tapi hewan di kebun binatang mininya kurang terawat. Bahkan di kandang kera tidak disediakan minum, kasian...
Mohon diperhatikan pemeliharaan satwanya.",positif,negatif,
waduk gondang,Nyaman,,positif,
waduk gondang,"Sipp, udaranya seger",,positif,
waduk gondang,Lumayan Bagus,,,
waduk gondang,Mantap dah..,,,
waduk gondang,Destinasi wisata terdekat dengan tempat tinggal. ,,,positif
waduk gondang,Bagus,,,
waduk gondang,Adem rame bagus,,positif,
waduk gondang,"Sejuuk pas sore"" Buat santai enaak, HTM 3000  makanan murah""",positif,positif,
waduk gondang,Keren,,,
waduk gondang,Sangat indah...,positif,,
waduk gondang,Mantap untuk mancing,positif,,
waduk gondang,"Waduk Gondang wisata Alam yang asri, dan view sangat menarik.",positif,,
waduk gondang,Kurang terawat,,negatif,
waduk gondang,"Pemandangannya indah, sejuk, dan banyak pepohonan rindang",positif,,
waduk gondang,Tempat sejuk dan nyaman,positif,positif,
waduk gondang,fasilitasnya Kurang terawat,,negatif,
waduk gondang,Luar Biasa,,,
waduk gondang,Asri tempatnya indah buat spot foto,positif,,
waduk gondang,"Tempatnya rindang, asri",,,
waduk gondang,Pemandangan nya asri dan indah,positif,,
waduk gondang,"Kren sipp pmandanganx,bguss suasana alam yg bgitu sgerr sjukk,adem poll pkok,e,,,mntaff,,,",positif,,
waduk gondang,Sejuk nyaman,positif,positif,
waduk gondang,"Sejuk,, nyaman",positif,positif,
waduk gondang,Enk suasananya,,positif,
waduk gondang,Sore hari di waduk Gondang,,,
waduk gondang,Tempatnya sih asri sayang penataanya semrawut banyak fasilitasnya yang tdk terawat,positif,negatif,
waduk gondang,Bagus utk kumpul² dan liburan bersama keluarga,positif,,
waduk gondang,Tempat yg sejuk,positif,,
waduk gondang,Sejuuuuk bangettt,positif,,
waduk gondang,"Tdk ada yg menarik,  Lokasi nyelinep dipedesaan akses jln kurang nyaman",negatif,,negatif
waduk gondang,tempat yang bagus tapi akses jalan kurang bagus,positif,,negatif
waduk gondang,aksesnya masih agak sulit dilewati mobil gerak roda depan ...,,,negatif
waduk gondang,jalan utama sangat jauh jalan masuknya banyak hutan hutan jadi dan jadi kalau mau kesini pastiin BBM penuh ya soalnya belum ada pom bensin,,,negatif
waduk gondang, jarak antara rumah ke tempatnya lumayan jauh ,,,negatif
waduk gondang,fasilitas perlu mendapat perhatian lebih......   ,,negatif,
waduk gondang,"Tempat kotor, jalan banyak yg berlubang, tempat pkl tidak teratur",,negatif,negatif
waduk gondang,"Recommended buat sm keluarga, tp masuk ke dalamnya jauh bgt heheh, kamar mandinya airnya kotorr",,negatif,negatif
waduk gondang,Tiket masuk super murah hanya sekitar 5000 rupiah. Lapangan parkir luas. Lokasi sekitar 25 km dari pusat kota lamongan.,,positif,positif
waduk gondang,"Waduk Gondang adalah sebuah waduk yang ada di Kabupaten Lamongan, Provinsi Jawa Timur, Indonesia.  Waduk Gondang tepatnya terletak 19 km arah barat Kabupaten Lamongan. Untuk menuju lokasi ini selain dapat ditempuh dengan kendaraan pribadi dapat juga menggunakan angkutan umum dari Lamongan menuju Gondang.",,,positif
waduk gondang,"Buat di perjalanan nih yaaa. Klo bisa jgn ngelakuin perjalanan di daerah ini di atas jam set 5, Krn penerangan jalan msh blm ada. Jalanannya jg g lebar (alias sempit cuy)
Banyak jg kendaraan besar yg lewat daerah ini, jd lumayan bahaya sih. Apalg klo buat motor, klo mobil pastiin yg nyetir jago segala medan yaaa. Tetep safety, karena indonesia masih punya banyak tempat menarik buat di kunjungi.",,,negatif
pantai lorena,"Pantai dengan bebatuan estetik memang menarik, tapi nampak kalah dengan sampah di pesisir yang terlihat, mohon pemerintah kota setempat serta jajaran masyarakat bisa mengedukasi ke siapapun yang mampir di pantai ini, jgn sampai lah nama paciran dan bahkan bisa jadi nama lamongan jadi jelek gara2 gak peduli akan lingkungan.. Semoga kelak menjadi lebih baik lagi paciran Lamongan setempat.. Aamiin.",positif,negatif,
pantai lorena,"Lokasi pantai sangat dekat dengan jalan raya Daendles. Bisa main air alias nyemplung disini, ombaknya tidak terlalu besar, kalau lagi pasang yaa cukup lihat2 pantai di trotoar jalan saja yaa.
Tidak ada tiket masuk kalau mau main di pantai ini",positif,,positif
pantai lorena,"Duduk duduk di warung di pinggir pantai Lorena di bawah rimbunnya pohon. Menikmati embusan angin laut. Kalo lagi surut, pasirnya luas banget dan ",positif,,
pantai lorena,"Lumayanlah.. Untuk piknik tipis2.kalo air laut surut, karang2 di pinggirannya bagus buat foto2, karna tempatnya pinggir jalan raya, jadi mudah di jangkau. ",positif,,positif
